id,key,name,website,is_recruitment,confidence,reasons
288,blockdaemon,Blockdaemon,https://jobs.ashbyhq.com/blockdaemon,False,1.0,"Blockdaemon is a blockchain infrastructure company, not a recruitment or staffing agency | The provided website is a career page for its own hires, not candidate placement for fees"
290,hyperexponential,Hyperexponential,https://jobs.ashbyhq.com/hyperexponential,False,0.95,"Name does not indicate recruitment | Career page on Ashby suggests internal hiring, not candidate placement | No evidence of placement services"
298,camunda,Camunda,https://jobs.ashbyhq.com/camunda,False,0.95,"Camunda is a software company specializing in workflow and decision automation, not recruitment services. | The provided URL is a company careers page for internal hiring, not a recruitment agency service. | No evidence of candidate placement services or staffing agency operations."
310,rain,Rain,https://jobs.ashbyhq.com/rain,False,0.95,"Career page on Ashby ATS, indicating direct hiring | No description suggesting staffing or placement services | Typical of in-house talent acquisition, not third-party placement"
315,socket,Socket,https://jobs.ashbyhq.com/socket,False,0.95,"Uses Ashby career page, typical of companies hiring for their own roles | No description suggesting recruitment services | URL pattern indicates in-house talent acquisition rather than a staffing agency"
316,li.fi,Li.fi,https://jobs.ashbyhq.com/li.fi,False,0.7,"Job listings hosted on company's own Ashby page, suggesting direct hiring | No indication of recruitment or staffing services from name or URL | Company name 'Li.fi' does not suggest a staffing agency"
318,photoroom,Photoroom,https://jobs.ashbyhq.com/photoroom,False,0.99,"Company is an AI-powered photo editing SaaS, not a recruitment or staffing firm | Website is an internal careers page for hiring their own employees, not for placing candidates elsewhere | No indication of any recruitment services, candidate placement, or staffing operations"
322,squads,Squads,https://jobs.ashbyhq.com/squads,False,0.7,"The provided link is a company career page hosted on an ATS, suggesting they are hiring for themselves, not placing candidates at other employers. | The name 'Squads' does not indicate a recruitment or staffing focus. | No description available, but the context of a self-hosted job board aligns with a product or service company rather than a recruitment agency."
330,oyster,Oyster,https://jobs.ashbyhq.com/oyster,False,0.95,"The URL is a job board for Oyster's own vacancies, indicating they are hiring for themselves, not placing candidates at other employers. | No evidence of recruitment/staffing services; typical career page for an employer. | Hosted on Ashby HQ, a common platform for internal talent acquisition, not agency placements."
362,snowflake,Snowflake,https://jobs.ashbyhq.com/snowflake,False,0.99,"Snowflake is a data platform company, not a recruitment agency. | The URL is a careers page for Snowflake's own hiring, not a staffing service. | Primary business is software/cloud services, not candidate placement."
370,proxima-fusion,Proxima Fusion,https://jobs.ashbyhq.com/proxima-fusion,False,0.95,"Company name 'Proxima Fusion' suggests a fusion energy company, not a staffing firm | The provided website is a careers page hosted on an ATS, indicating in-house talent acquisition | No evidence of offering recruitment or staffing services to other employers"
373,limitless,Limitless,https://jobs.ashbyhq.com/limitless,False,0.95,"The website is a career page hosted on an ATS (Ashby), suggesting in-house hiring rather than a recruitment agency. | No description available to indicate staffing services."
383,deel,Deel,https://jobs.ashbyhq.com/deel,False,0.95,"Deel is a global payroll and EOR (Employer of Record) platform, not a recruitment agency. | The website provided is Deel's own career page (jobs.ashbyhq.com/deel) for hiring its own employees, not placing candidates at other companies. | Publicly known business model focuses on compliance and payments for remote teams, not candidate placement fees."
386,amo,Amo,https://jobs.ashbyhq.com/amo,False,0.95,"Website is a company career page hosted on an ATS (ashbyhq.com), not a recruitment agency service | No evidence of candidate placement services; likely hiring for internal roles | Name and URL pattern typical of a product/service company, not a staffing firm"
388,polarsteps,Polarsteps,https://jobs.ashbyhq.com/polarsteps,False,0.99,"The website is a careers page hosted on an ATS, indicating in-house hiring for a travel app company, not a recruitment agency. | No evidence of providing staffing or placement services for external employers. | Polarsteps is known for its travel tracking app, not recruitment."
395,cow-dao,Cow Dao,https://jobs.ashbyhq.com/cow-dao,False,0.95,"The website is a company's own careers page listing internal jobs. | No evidence of recruitment or staffing services. | Ashby is a platform for in-house talent acquisition, not a job board for agencies."
417,illumio,Illumio,https://jobs.ashbyhq.com/illumio,False,1.0,"The provided website is a job board for Illumio's own in-house vacancies, not a staffing service. | Illumio is known as a cybersecurity company (micro-segmentation), not a recruitment or staffing agency. | No description or evidence suggests candidate placement as a service for other employers."
424,coram-ai,Coram Ai,https://jobs.ashbyhq.com/coram-ai,False,1.0,"The website is a career page hosted on an ATS (Ashby) for a company called Coram Ai, indicating they are hiring for their own roles, not as a recruitment agency."
427,raiku,Raiku,https://jobs.ashbyhq.com/raiku,False,0.95,Website is a company careers page hosted on an ATS | No description or indication of recruitment services | Company likely hiring for its own internal roles
431,checkatrade,Checkatrade,https://jobs.ashbyhq.com/checkatrade,False,0.9,"Checkatrade is a trade directory, not a recruitment/staffing firm | Website is a careers page for internal hiring, not for placing candidates at other employers | No evidence of recruitment services in the name or known business model"
441,faculty,Faculty,https://jobs.ashbyhq.com/faculty,False,0.9,"Career page on ATS (Ashby) indicates in-house hiring, not placement services | Company name 'Faculty' does not suggest recruitment/staffing | No description provided to show candidate placement as primary business"
445,ether.fi,Ether.fi,https://jobs.ashbyhq.com/ether.fi,False,0.95,"URL is an internal careers page hosted on an ATS platform (Ashby) | Company name (Ether.fi) suggests a technology/crypto focus, not recruitment | No evidence of offering candidate placement services to other employers"
446,atlan,Atlan,https://jobs.ashbyhq.com/atlan,False,0.99,"URL is a career page for Atlan's own job openings, not a staffing marketplace | Atlan is a data catalog SaaS company, not a recruitment or staffing firm | No description provided, but known business model does not involve candidate placement"
462,matter-labs,Matter Labs,https://jobs.ashbyhq.com/matter-labs,False,0.98,"Company is a blockchain technology firm (zkSync), not a staffing agency | Website is an internal careers page for their own hires via an ATS | No indication of external candidate placement or recruitment services"
466,deliveroo,Deliveroo,https://jobs.ashbyhq.com/deliveroo,False,0.98,"Deliveroo is a food delivery company, not a recruitment or staffing agency. | The website is a career page for hiring their own employees, not placing candidates at other employers."
481,playson,Playson,https://jobs.ashbyhq.com/playson,False,0.99,"Website is a careers page hosted on Ashby, indicating in-house talent acquisition. | Playson is a game development company, not a staffing firm. | No indication of candidate placement services for external clients."
484,homebase,Homebase,https://jobs.ashbyhq.com/homebase,False,0.95,"Website is a careers page for Homebase's own jobs, not a staffing agency | Homebase is known as a software company for hourly work management, not a recruitment firm"
488,lendable,Lendable,https://jobs.ashbyhq.com/lendable,False,0.95,"Website is a career page for Lendable's own job openings, hosted on Ashby ATS | No indication of providing recruitment or staffing services to other companies"
495,causaly,Causaly,https://jobs.ashbyhq.com/causaly,False,0.95,"Careers page for in-house hiring via Ashby ATS | Causaly is a biomedical AI knowledge platform, not a staffing firm | No evidence of candidate placement or recruitment services"
531,mollie,Mollie,https://jobs.ashbyhq.com/mollie,False,0.99,"Mollie is a payment services company, not a staffing agency | The URL leads to their internal job listings, not a candidate placement service | No indication of offering recruitment services as a core business"
559,primer,Primer,https://jobs.ashbyhq.com/primer,False,0.95,"The website is a company career page hosted on Ashby (jobs.ashbyhq.com), indicative of in-house hiring. | No description or evidence of offering recruitment or staffing services to other employers. | Typical of an employer's own talent acquisition, not a recruitment agency."
563,found,Found,https://jobs.ashbyhq.com/found,False,0.95,"The URL is a subdomain of ashbyhq.com, which is an ATS used by employers for their own hiring, not a recruitment agency. | No evidence of candidate placement at other employers for fees. | Likely an internal careers page for a company named Found."
567,plain,Plain,https://plain.com,False,0.98,"Website is a customer support SaaS platform, not a recruitment or staffing company. | No job placement, candidate sourcing, or contingent workforce services are offered. | Product is focused on customer communication and support, unrelated to talent acquisition."
568,rerun,Rerun,https://jobs.ashbyhq.com/rerun,False,0.95,"Uses Ashby careers page, typical for in-house hiring | No indication of placing candidates for fees | Appears to be a direct employer, not a staffing firm"
598,watershed,Watershed,https://jobs.ashbyhq.com/watershed,False,0.95,Website is a company's own careers page hosted on an ATS (Ashby) | No evidence of placing candidates at other employers | No description suggesting recruitment services
604,salonkee,Salonkee,https://jobs.ashbyhq.com/salonkee,False,0.98,"Salonkee is a SaaS platform for salon and spa management, not a recruitment agency | The jobs page is for internal hiring, not candidate placement | No evidence of staffing or recruitment services"
607,aspora,Aspora,https://jobs.ashbyhq.com/aspora,False,0.95,"URL is a career page on an ATS platform, indicating a company hiring for its own roles, not a recruitment agency | No description or service details suggest candidate placement for fees | Company name 'Aspora' does not imply staffing or recruitment services"
613,percona,Percona,https://jobs.ashbyhq.com/percona,False,0.99,"Percona is a database software and services company, not a recruitment agency. | The provided URL is a careers page for internal hiring, not a recruitment firm's website. | No description indicates recruiting/staffing business."
616,polygon-labs,Polygon Labs,https://jobs.ashbyhq.com/polygon-labs,False,0.95,"Polygon Labs is a blockchain technology company, not a recruitment or staffing agency. | The provided website is a career page hosted on an ATS (Ashby) for their own job openings. | No evidence of candidate placement services for other employers."
652,multiverse,Multiverse,https://jobs.ashbyhq.com/multiverse,False,0.95,"Multiverse is an apprenticeship provider, not a recruitment/staffing agency. | The website is a careers page for their own hiring, not candidate placement services."
664,omni,Omni,https://jobs.ashbyhq.com/omni,False,0.9,Company appears to be a non-recruitment business using an ATS for internal hiring. | No description or indication of staffing services. | Website is a job board for the company's own positions.
669,clearbank,Clearbank,https://jobs.ashbyhq.com/clearbank,False,1.0,"Clearbank is a bank, not a recruitment agency | Jobs page lists internal openings, not third-party placements | No evidence of candidate placement for fees"
689,gorgias,Gorgias,https://jobs.ashbyhq.com/gorgias,False,0.95,"URL points to a company's own job listings hosted on an ATS, not a recruitment service | Gorgias is known as a customer support SaaS platform, not a staffing agency | No description available to suggest recruitment or staffing services"
698,tavus,Tavus,https://jobs.ashbyhq.com/tavus,False,0.95,"The provided URL is a career page hosted on Ashby (an ATS), indicating Tavus is hiring for its own team, not acting as a recruitment agency | No description is available, but nothing suggests recruitment or staffing services | Company name 'Tavus' is not typically associated with recruitment, and the context suggests a product-based company using an ATS for internal hiring"
704,stream,Stream,https://jobs.ashbyhq.com/stream,False,0.95,"Website is a career page hosted on Ashby, an ATS provider, indicating in-house hiring. | No description suggests recruitment or staffing services. | Company name 'Stream' is generic but commonly associated with product/tech companies, not recruitment."
707,phantom,Phantom,https://jobs.ashbyhq.com/phantom,False,0.85,"Website is a jobs.ashbyhq.com subdomain, typical of an internal careers page, not a recruitment agency | No description indicating recruitment or staffing services | Name 'Phantom' does not suggest a recruitment business"
711,datatonic,Datatonic,https://jobs.ashbyhq.com/datatonic,False,0.95,"Datatonic appears to be a data consultancy hiring for internal roles, not a recruitment agency. | The jobs page is hosted on an ATS (Ashby) for their own recruitment needs. | No evidence of candidate placement services."
728,quicknode,Quicknode,https://jobs.ashbyhq.com/quicknode,False,0.98,"Website is a company career page hosted on an ATS, not a recruitment agency | Quicknode is known as a blockchain infrastructure provider, not a staffing firm | No evidence of candidate placement services for other employers"
729,allica-bank,Allica Bank,https://jobs.ashbyhq.com/allica-bank,False,0.98,"Allica Bank is a financial institution, not a staffing firm | The provided URL is a corporate careers page for in-house hiring | No evidence of candidate placement services for third-party employers"
742,chainlink-labs,Chainlink Labs,https://jobs.ashbyhq.com/chainlink-labs,False,0.98,"Chainlink Labs is a blockchain technology company building decentralized oracle networks, not a recruitment firm. | The jobs page is for hiring in-house talent, not placing candidates into other companies. | No evidence of candidate placement services, RPO, or staffing operations."
760,pplwise,Pplwise,https://jobs.ashbyhq.com/pplwise,False,0.8,"Company uses Ashby for internal job listings, typical of in-house talent acquisition | No evidence of candidate placement services | Name does not suggest recruitment"
793,injective-labs,Injective Labs,https://jobs.ashbyhq.com/injective-labs,False,0.95,"Company name and website indicate a blockchain/tech company, not a staffing agency | Jobs page hosted on Ashby suggests in-house hiring for their own roles | No evidence of offering recruitment services to other employers"
803,fonoa,Fonoa,https://jobs.ashbyhq.com/fonoa,False,0.95,"The URL is a subdomain of Ashby's ATS platform, used by companies to manage their own hiring, not by staffing agencies to post client roles | No description suggests it operates as a recruitment/staffing firm; the pattern matches an internal career page | The name 'Fonoa' does not indicate a staffing agency, and the context implies a company hiring for its own positions"
831,vanta,Vanta,https://jobs.ashbyhq.com/vanta,False,0.95,"Vanta is a security compliance company, not a staffing firm. | The URL is a career page for internal hiring, not candidate placement."
849,deepl,Deepl,https://jobs.ashbyhq.com/deepl,False,0.99,"Deepl is a translation technology company, not a staffing firm | The provided website is a careers page for in-house hiring, not a recruitment agency site | No evidence of candidate placement services for other employers"
902,motorway,Motorway,https://jobs.ashbyhq.com/motorway,False,0.95,"The website is a company careers page hosted on an ATS platform. | Company name 'Motorway' suggests an automotive business, not a staffing firm. | No indication of recruitment/staffing services as primary business."
907,cognition,Cognition,https://jobs.ashbyhq.com/cognition,False,0.95,"The website is a job board/careers page hosted on an ATS (Ashby), not a staffing firm's site | The name 'Cognition' does not suggest a recruitment/staffing business | No description available, but typical recruitment/staffing firms prominently advertise candidate placement services"
959,granola,Granola,https://jobs.ashbyhq.com/granola,False,0.95,"Website is a careers page hosted on Ashby ATS, typical for internal hiring | No description suggesting recruitment services | Company name does not indicate staffing industry"
986,citizen,Citizen,https://jobs.ashbyhq.com/citizen,False,0.95,"The URL points to a company's career page hosted on Ashby, an ATS platform, indicating in-house hiring. | No description provided suggests it is not a staffing agency but an employer posting jobs. | The name 'Citizen' does not inherently imply recruitment services."
2042,posthog,Posthog,https://jobs.ashbyhq.com/posthog,False,0.99,"Posthog is a product analytics platform, not a recruitment agency | The provided link is to their own careers page for in-house hiring"
2059,titan,Titan,https://jobs.ashbyhq.com/titan,False,0.9,"Website is a standard ATS-hosted career page for a company's own hiring, not a recruitment agency's candidate placement service. | No indication of recruitment/staffing services in provided information."
2107,northslope-technologies,Northslope Technologies,https://jobs.ashbyhq.com/northslope-technologies,False,0.9,"Website is a company's own careers page hosted on an ATS, not a recruitment agency's platform. | Name 'Technologies' suggests a product or service company, not a staffing firm. | No description indicating recruitment/staffing services."
2172,billie,Billie,https://jobs.ashbyhq.com/billie,False,0.9,"URL is a company careers page hosted on an ATS (Ashby), typical of direct employers | Company name 'Billie' does not suggest staffing or recruitment industry | No description provided indicating candidate placement services"
2208,stronghold,Stronghold,https://jobs.ashbyhq.com/stronghold,False,0.95,"Careers page on an ATS platform (Ashby) indicates in-house hiring, not a staffing agency | No description or evidence of providing recruitment services to other companies | Typical of a company recruiting for its own positions"
2218,zefir,Zefir,https://jobs.ashbyhq.com/zefir,False,0.9,"The jobs page is hosted on an ATS platform (Ashby), typical for companies hiring for their own roles, not a staffing agency. | No description or evidence suggests placement of candidates into other employers for fees. | The company name and context do not indicate recruitment or staffing services."
2237,quilter,Quilter,https://jobs.ashbyhq.com/quilter,False,0.95,"Website is an Ashby-hosted job board, typical for companies managing direct hiring | No indication of recruitment/staffing services | Name 'Quilter' does not suggest a staffing agency"
2242,perplexity,Perplexity,https://jobs.ashbyhq.com/perplexity,False,0.98,"The company is known as an AI-powered search engine, not a staffing or recruitment business. | The provided URL leads to a jobs page for internal hiring, using an ATS platform (Ashby), rather than offering candidate placement services. | No evidence suggests the company charges fees for placing candidates into other employers' roles."
2366,artemis,Artemis,https://jobs.ashbyhq.com/artemis,False,0.95,"Career page hosted on an ATS, suggesting internal hiring | No description indicating external placement services | Typically, corporate career pages are not recruitment agencies"
2369,lemonade,Lemonade,https://jobs.ashbyhq.com/lemonade,False,0.95,"URL is a company career page on an ATS platform | Lemonade is known as an insurance company, not a recruitment firm | No evidence of candidate placement services"
2400,thought-machine,Thought Machine,https://jobs.ashbyhq.com/thought-machine,False,0.99,"Thought Machine is a fintech company providing core banking software, not a recruitment/staffing firm. | The URL is a company career page for in-house hiring, not candidate placement for fees. | No indication of offering recruitment or staffing services."
2422,xlabs,Xlabs,https://jobs.ashbyhq.com/xlabs,False,0.9,"Website is a careers page for the company's own open positions, not a staffing service | Uses Ashby ATS for in-house hiring, typical of companies managing their own recruitment | No indication of recruitment agency or candidate placement services"
2451,molecule,Molecule,https://jobs.ashbyhq.com/molecule,False,0.95,"Website is a jobs.ashbyhq.com subdomain, indicating use of an ATS for in-house hiring, not a recruitment agency. | No description provided to suggest staffing or recruitment services. | Typical recruitment agencies would not use such a candidate-facing ATS subdomain for their core business."
2465,preply,Preply,https://jobs.ashbyhq.com/preply,False,0.98,"Preply is an online language learning platform connecting students with tutors, not an employer-candidate placement service | The website is a job board for Preply's own hiring, not a staffing agency page | No indication of recruitment, staffing, RPO, or headhunting services"
2547,perk,Perk,https://jobs.ashbyhq.com/perk,False,0.95,"Website is a company career page on an ATS, not a staffing agency | No evidence of candidate placement services | Likely Perk is using Ashby for its own internal hiring"
3602,corti,Corti,https://jobs.ashbyhq.com/corti,False,0.99,"Career page for Corti indicates in-house hiring, not staffing services | Corti is a healthcare AI company, not a recruitment agency | No evidence of offering recruitment or staffing services"
3664,enode,Enode,https://jobs.ashbyhq.com/enode,False,0.95,"The website is a careers page for Enode's own job openings, hosted on an ATS (Ashby), which is typical for in-house hiring. | No evidence of candidate placement services for other employers; the domain structure suggests a single company listing its vacancies. | No available description suggests recruitment agency activities; likely a product/service company hiring for internal roles."
3698,gamma,Gamma,https://jobs.ashbyhq.com/gamma,False,0.95,"The website is a careers page for Gamma, likely for internal hiring. | No evidence of providing recruitment or staffing services to other companies. | Ashby job boards are typically used by companies for their own job postings, not by recruitment agencies."
3734,joko,Joko,https://jobs.ashbyhq.com/joko,False,0.95,"The URL is a subdomain of Ashby HQ, which hosts job boards for individual companies to list their own open roles, not a staffing agency. | The lack of a description suggests the page is simply a career page for Joko itself, not a recruitment service offering candidates to third parties. | There is no indication of candidate placement, fee-based services, or third-party employer relationships."
3775,leapsome,Leapsome,https://jobs.ashbyhq.com/leapsome,False,0.99,"Leapsome is a people enablement SaaS platform, not a recruitment agency | The website is their internal career page listing their own job openings | No evidence of offering candidate placement services for a fee"
3802,jerry,Jerry,https://jobs.ashbyhq.com/jerry,False,0.98,"Website is a careers page hosted on Ashby, an ATS provider, indicating in-house hiring. | The company is likely Jerry.ai, a non-recruitment business (auto insurance comparison). | No evidence of candidate placement services for other employers."
3862,anomaly,Anomaly,https://jobs.ashbyhq.com/anomaly,False,0.9,"Website is a careers page on an ATS, suggesting in-house hiring | No description indicating staffing services | Company name 'Anomaly' likely a product company, not a recruitment agency"
3885,liveflow,Liveflow,https://jobs.ashbyhq.com/liveflow,False,0.95,"The URL is a subdomain of an ATS (Ashby), typically used for in-house hiring. | No indication of candidate placement or staffing services; likely a company hiring for itself. | Lack of any recruitment/staffing keywords in the limited info available."
3967,birdie,Birdie,https://jobs.ashbyhq.com/birdie,False,0.9,"The URL is a direct employer career page on Ashby, not a recruitment agency profile. | No description indicating recruitment or staffing services."
3991,syndica,Syndica,https://jobs.ashbyhq.com/syndica,False,0.95,"Website is a company career page hosted on Ashby, not a recruitment agency | No description provided that indicates recruitment or staffing services | URL pattern suggests in-house hiring, not third-party placement"
4045,wetransfer,Wetransfer,https://jobs.ashbyhq.com/wetransfer,False,0.99,"Wetransfer is a file transfer service, not a recruitment agency | The jobs page is for internal hiring, not candidate placement for fees | No evidence of recruitment/staffing services"
4096,everfield,Everfield,https://jobs.ashbyhq.com/everfield,False,0.8,"The company's jobs page is hosted on Ashby, a platform typically used by companies for their own hiring, not by recruitment agencies for client placements. | No information indicates Everfield is a recruitment/staffing firm; the name is generic. | In the absence of evidence suggesting candidate placement for fees, it is unlikely to be a recruitment business."
4102,halborn,Halborn,https://jobs.ashbyhq.com/halborn,False,0.95,"Company is a cybersecurity firm, not a staffing agency | Jobs page is for in-house hiring, not candidate placement for fees | No evidence of recruitment or staffing services"
4133,ravio,Ravio,https://jobs.ashbyhq.com/ravio,False,0.95,"Ravio is a compensation benchmarking SaaS company, not a recruitment agency. | The provided website is a careers page for hiring their own employees, not a candidate placement platform. | No evidence of staffing or recruitment services as their core business."
4160,moss,Moss,https://jobs.ashbyhq.com/moss,False,0.95,"The provided URL is a careers page hosted on an ATS (Ashby), indicating the company is hiring for its own positions, not placing candidates at other employers. | There is no description or evidence that Moss operates as a recruitment or staffing agency. | The domain (ashbyhq.com) is commonly used by companies to manage their own talent acquisition, not by external recruiters."
4183,marshmallow,Marshmallow,https://apply.workable.com/marshmallow,False,0.95,"Marshmallow is a known insurtech company, not a recruitment/staffing business | The website is a Workable careers page used for internal hiring, not candidate placement services for other employers | No description indicates recruitment services; the company's primary business is insurance technology"
4248,wayflyer,Wayflyer,https://jobs.ashbyhq.com/wayflyer,False,0.95,"Company is a financial services provider, not a recruitment/staffing agency | Website is a career page for their own hiring needs | No evidence of candidate placement services"
4377,jellyfish,Jellyfish,https://jobs.ashbyhq.com/jellyfish,False,0.95,"Website is a career page hosted on Ashby (ATS), suggesting Jellyfish is an employer hiring for its own roles, not a staffing agency. | No indication of recruitment or staffing services provided to other companies. | Typical pattern for non-recruitment companies using job board platforms to list internal openings."
4490,helius,Helius,https://jobs.ashbyhq.com/helius,False,0.95,"Website is a company careers page hosted on an ATS (Ashby), typical for in-house hiring. | No description or content indicating recruitment/staffing services. | Company name 'Helius' does not imply recruitment activities."
4511,poolside,Poolside,https://jobs.ashbyhq.com/poolside,False,0.95,"Website is a careers page on Ashby ATS, not a recruitment services site. | Company name doesn't indicate recruitment staffing. | No description available but URL pattern suggests in-house hiring."
4556,almedia,Almedia,https://jobs.ashbyhq.com/almedia,False,0.9,"Website is a careers page hosted on Ashby, an ATS, indicating they are hiring for their own internal roles, not offering staffing services. | No indication of recruitment, staffing, or headhunting services in the available information. | Company name 'Almedia' does not suggest a recruitment or staffing firm."
11706,jobber,Jobber,https://jobs.ashbyhq.com/jobber,False,0.8,"URL suggests a company career page hosted on Ashby ATS, not a recruitment agency | No evidence of candidate placement services for other employers | Name 'Jobber' is ambiguous but context points to in-house hiring"
11803,cube,Cube,https://jobs.ashbyhq.com/cube,False,0.95,"URL indicates a company career page hosted on Ashby (an ATS), not a recruitment agency site | No description provided suggests the company is not a staffing firm | Cube is commonly known as a financial software company, not a recruitment business"
12057,bags,Bags,https://jobs.ashbyhq.com/bags,False,0.7,"URL is a subdomain of an ATS platform, commonly used by companies for their own career pages | Company name 'Bags' does not suggest a recruitment business | No description indicating staffing services"
12254,newxel,Newxel,https://jobs.ashbyhq.com/newxel,False,0.95,"Jobs page hosted on Ashby (ATS) suggests the company is hiring for its own roles, not placing candidates at other employers. | No description or evidence of candidate placement services; Newxel likely operates in a different sector. | Name and online presence do not indicate a recruitment or staffing agency."
12288,runna,Runna,https://jobs.ashbyhq.com/runna,False,0.95,"Website is a careers page on an ATS, indicating in-house hiring rather than a staffing firm | Name 'Runna' does not suggest a recruitment or staffing business | No description provided that indicates candidate placement services"
12499,voodoo,Voodoo,https://jobs.ashbyhq.com/voodoo,False,0.95,"Known as a mobile game developer, not a staffing firm | Subdomain on an applicant tracking system (Ashby) suggests in-house hiring | No evidence of candidate placement services"
12744,poppulo,Poppulo,https://job-boards.greenhouse.io/poppulo,False,0.95,"Poppulo is an internal communications and employee experience platform, not a staffing or recruitment firm. | The provided URL is a job board for Poppulo's own vacancies, not a service for placing candidates at other employers. | No evidence of offering recruitment, staffing, headhunting, or RPO services."
12889,scopely,Scopely,https://job-boards.greenhouse.io/scopely,False,0.98,"Scopely is a game development company, not a staffing firm | The website is a Greenhouse job board for its own vacancies | No indication of candidate placement services for other employers"
12913,typeform,Typeform,https://job-boards.greenhouse.io/typeform,False,0.95,"Typeform is a SaaS company providing form and survey tools, not a recruitment agency. | The provided URL is a Greenhouse job board for their own internal hiring. | No indication of candidate placement or staffing services."
12919,array,Array,https://job-boards.greenhouse.io/array,False,0.95,"The website is a greenhouse.io job board subdomain, used by companies to list their own open positions, not to offer recruitment services. | No information suggests Array is a staffing or recruitment agency; the name is generic and commonly used by product/tech companies. | Absence of any staffing or recruitment-related description."
12933,realm,Realm,https://job-boards.greenhouse.io/realm,False,0.95,"Greenhouse job board suggests in-house hiring, not agency | No indication of providing staffing services to other companies | Company likely hiring for its own roles"
12962,figma,Figma,https://job-boards.greenhouse.io/figma,False,0.99,"Figma is a design software company, not a recruitment agency | Website is a job board for Figma's internal hiring | No indication of offering staffing or candidate placement services"
13034,assetwatch,Assetwatch,https://job-boards.greenhouse.io/assetwatch,False,0.95,"Uses Greenhouse job board for in-house hiring, not external recruitment | No description or evidence of staffing services | Company name 'Assetwatch' suggests a non-recruitment industry focus"
13298,grammarly,Grammarly,https://job-boards.greenhouse.io/grammarly,False,0.99,"Grammarly is an AI writing assistant product company, not a recruitment or staffing firm. | The provided URL is its own Greenhouse job board for hiring in-house talent, not for placing candidates at other employers. | No indication of candidate placement services for fees."
13310,anthropic,Anthropic,https://www.anthropic.com/,False,0.99,"Anthropic is an AI safety and research company, not a recruitment firm. | Its core business is developing AI systems, not placing candidates into roles at other employers. | No indication of staffing, headhunting, or candidate placement services."
13642,altium,Altium,https://job-boards.greenhouse.io/altium,False,0.98,"Altium is known as an electronics design software company (Altium Designer) | The provided URL is a Greenhouse job board for its own internal careers page, not a third-party staffing service | No evidence that primary business is recruitment or staffing"
13813,chainguard,Chainguard,https://job-boards.greenhouse.io/chainguard,False,0.95,"The website is a Greenhouse job board, used by companies to list their own open positions, not to place candidates elsewhere. | The company name 'Chainguard' suggests a technology product/service company, not a staffing agency. | No evidence indicating a primary business in recruitment or staffing."
13835,contentful,Contentful,https://job-boards.greenhouse.io/contentful,False,0.99,"Contentful is a headless CMS software company, not a recruitment firm | The provided URL is a Greenhouse job board for Contentful's own internal hiring | No evidence of candidate placement for other employers"
