id,key,name,canonical_domain,category,ai_tier,confidence,reason,error,elapsed_s
793,injective-labs,Injective Labs,jobs.ashbyhq.com,PRODUCT,1,0.6,Company name suggests a blockchain product company (Injective Labs); likely has open roles on Ashby; AI likely a capability but not core to the product.,,33.18
803,fonoa,Fonoa,jobs.ashbyhq.com,PRODUCT,1,0.7,"Fonoa is a tax automation SaaS company, making it a product company. It uses AI for tax classification, but AI is not core to its primary value proposition. Industry is tax technology. Careers page suggests open roles, remote policy likely hybrid.",,44.91
831,vanta,Vanta,jobs.ashbyhq.com,PRODUCT,1,0.95,"Vanta is a security compliance automation SaaS product. AI is used for automated evidence collection and monitoring, but not the core offering.",,55.72
849,deepl,Deepl,jobs.ashbyhq.com,PRODUCT,2,0.95,"DeepL is a product company with AI-powered translation services, AI is core to the product.",,51.88
902,motorway,Motorway,jobs.ashbyhq.com,PRODUCT,0,0.7,"Motorway is an online used car marketplace, which is a digital product company, not specifically AI-focused. Their platform may use some ML but AI is not core. Open roles indicated by Ashby jobs page.",,59.54
907,cognition,Cognition,jobs.ashbyhq.com,PRODUCT,2,0.9,"Cognition is the creator of Devin, an AI-powered software engineer tool, making it a product company with AI as its core offering (tier 2). Careers page suggests open roles and known remote-first culture.",,32.71
959,granola,Granola,jobs.ashbyhq.com,PRODUCT,2,0.7,Granola is known as an AI-powered meeting assistant SaaS product.,,38.01
986,citizen,Citizen,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,49.52
2042,posthog,Posthog,jobs.ashbyhq.com,PRODUCT,1,0.95,"PostHog is a product analytics SaaS platform, not a consultancy or staffing firm. It offers AI-powered features like anomaly detection and insights, but AI is not its core product (AI-as-capability). The company is fully remote with open positions listed.",,26.29
2059,titan,Titan,jobs.ashbyhq.com,PRODUCT,2,0.7,"Titan is an investment advisory app that uses AI for automated portfolio management, making AI core to the product. They have active job postings via Ashby.",,27.09
2107,northslope-technologies,Northslope Technologies,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,19.48
2172,billie,Billie,jobs.ashbyhq.com,PRODUCT,2,0.85,"Billie is a B2B fintech product company offering BNPL and invoice factoring solutions, likely using AI core to its credit risk assessment platform.",,37.73
2208,stronghold,Stronghold,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,37.03
2218,zefir,Zefir,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,28.06
2237,quilter,Quilter,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,39.29
2242,perplexity,Perplexity,jobs.ashbyhq.com,PRODUCT,2,0.9,"Perplexity is an AI-powered answer engine, a SaaS product. AI is core to its offering. The company likely has a hybrid work policy, and its careers page on Ashby indicates open roles.",,32.96
2366,artemis,Artemis,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,31.18
2369,lemonade,Lemonade,jobs.ashbyhq.com,PRODUCT,2,0.8,"Lemonade is a well-known insurtech company that sells insurance products direct-to-consumer, heavily leveraging AI for underwriting, claims, and customer service (ai_tier=2). The provided careers page is inaccessible, so remote policy and open roles cannot be confirmed; assume no open roles visible.",,62.74
2400,thought-machine,Thought Machine,jobs.ashbyhq.com,PRODUCT,0,0.95,"Thought Machine is a core banking software provider (SaaS product), no AI focus evident, fintech industry, multiple open roles listed but no explicit remote policy.",,25.38
2422,xlabs,Xlabs,jobs.ashbyhq.com,CONSULTANCY,2,0.6,Company name 'Xlabs' suggests a technology/consulting firm; using Ashby for hiring indicates active recruitment. Assumed AI-focused consultancy based on naming conventions in the industry.,,32.76
2451,molecule,Molecule,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,32.05
2465,preply,Preply,jobs.ashbyhq.com,PRODUCT,2,0.95,"Preply is an online tutoring platform utilizing AI for matching and personalization, core to its product. It operates as a SaaS offering in the EdTech industry. The company is remote-first with open positions listed on its careers page.",,24.93
2547,perk,Perk,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,28.41
3602,corti,Corti,jobs.ashbyhq.com,PRODUCT,2,0.9,"Corti is a well-known AI company providing an AI-assistant for healthcare, AI is core to its product, hence product category with ai_tier 2.",,42.67
3664,enode,Enode,jobs.ashbyhq.com,PRODUCT,1,0.85,"Enode is a B2B API platform for energy device connectivity and management, fitting PRODUCT. They offer AI-powered features for optimization (ai_tier 1). Remote-first with active job listings.",,62.0
3698,gamma,Gamma,jobs.ashbyhq.com,PRODUCT,2,0.8,"Gamma is a known AI-powered presentation software company, a product SaaS with AI core to its offering. They have a careers page indicating open roles.",,29.85
3734,joko,Joko,jobs.ashbyhq.com,PRODUCT,1,0.85,"Joko appears to be a fintech product company with a cashback app, using AI for transaction analysis and personalized offers. Hiring via Ashby indicates open roles. Remote policy not specified.",,35.17
3775,leapsome,Leapsome,jobs.ashbyhq.com,PRODUCT,1,0.9,Leapsome is a well-known HR SaaS platform with AI-powered analytics features.,,26.97
3802,jerry,Jerry,jobs.ashbyhq.com,PRODUCT,2,0.95,"Jerry is a consumer app company offering AI-powered automotive services, classifying as PRODUCT. AI is central to their platform (tier 2). They support both office and remote work, and are actively hiring.",,73.22
3862,anomaly,Anomaly,jobs.ashbyhq.com,AGENCY,0,0.95,"Creative agency with roles in account management, creative direction, design, PR, and project management; no AI/ML roles.",,22.21
3885,liveflow,Liveflow,jobs.ashbyhq.com,PRODUCT,0,0.7,"Liveflow appears to be a SaaS product for financial data automation (LiveFlow.io), not an AI consultancy, staffing, or agency. AI is not a core feature. Industry is FinTech. Guessing hybrid work policy and likely has open roles from Ashby jobs page.",,74.44
3967,birdie,Birdie,jobs.ashbyhq.com,PRODUCT,1,0.7,"Birdie is a SaaS platform for home care management, incorporating AI for predictive insights but AI is not the core product.",,40.62
3991,syndica,Syndica,jobs.ashbyhq.com,PRODUCT,1,0.5,"Syndica is known as a Web3 infrastructure platform providing developer tools and nodes, which is a product (SaaS/platform). AI may be used as a capability for analytics but not core. The domain is a job board indicating likely open roles, but no specific content reviewed.",,50.59
4045,wetransfer,Wetransfer,jobs.ashbyhq.com,PRODUCT,0,0.85,"Wetransfer is a well-known file transfer SaaS product with no AI consultancy services. AI tier 0 as no AI core product. Careers page exists on Ashby, indicating open roles. Remote policy unknown.",,33.45
4096,everfield,Everfield,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,54.01
4102,halborn,Halborn,jobs.ashbyhq.com,PRODUCT,1,0.9,"Halborn offers a SaaS security platform (Halborn Pro), making it a PRODUCT company; they leverage AI in threat detection (tier 1).",,68.42
4133,ravio,Ravio,jobs.ashbyhq.com,PRODUCT,2,0.8,"Ravio is known as an AI-powered compensation benchmarking SaaS product, thus PRODUCT category; AI is core to its offering; industry is HR Technology; they have a careers page indicating open roles; remote policy not specified.",,39.43
4160,moss,Moss,jobs.ashbyhq.com,PRODUCT,1,0.5,"Moss appears to be a spend management platform offering corporate cards and expense management, likely a product company. AI tier assumed 1 as they may use AI for expense categorization. Remote policy unknown. They have open roles on Ashby.",,25.55
4183,marshmallow,Marshmallow,apply.workable.com,PRODUCT,2,0.8,"Marshmallow is an insurtech company whose core car insurance product relies on AI/ML for pricing and underwriting, making AI central to their offering.",,44.12
4248,wayflyer,Wayflyer,jobs.ashbyhq.com,PRODUCT,2,0.6,"Wayflyer is a fintech company providing revenue-based financing to e-commerce businesses, with AI/ML models core to its underwriting and risk assessment. However, no homepage or careers page content was provided for verification.",,39.17
4377,jellyfish,Jellyfish,jobs.ashbyhq.com,PRODUCT,2,0.7,"Jellyfish is a SaaS company providing an AI-powered engineering management platform, making AI core to its product.",,70.14
4490,helius,Helius,jobs.ashbyhq.com,PRODUCT,2,0.7,"Job listings include ML/AI engineers and product roles, indicating an AI-first product company.",,34.18
4511,poolside,Poolside,jobs.ashbyhq.com,PRODUCT,2,0.9,Poolside is a recognized AI company offering an AI-powered software development platform (SaaS product). AI is central to their product. Active job listings on Ashby indicate open roles. Remote policy not explicitly confirmed from provided URLs.,,31.28
4556,almedia,Almedia,jobs.ashbyhq.com,PRODUCT,1,0.6,"Almedia appears to be a mobile ad/rewarded platform, likely a product company. AI is probably used for optimization but not core. Jobs page exists, implying open roles.",,49.91
11706,jobber,Jobber,jobs.ashbyhq.com,PRODUCT,1,0.7,Jobber is a SaaS field service management platform with some AI features; uses Ashby for hiring.,,33.89
11803,cube,Cube,jobs.ashbyhq.com,PRODUCT,1,0.6,"Company name 'Cube' suggests a product company (e.g., Cube Software), but AI involvement is unclear.",,27.99
12057,bags,Bags,jobs.ashbyhq.com,UNKNOWN,0,0.5,heuristic fallback,,57.87
12254,newxel,Newxel,jobs.ashbyhq.com,STAFFING,0,0.9,Newxel is an IT staffing and team augmentation company with no AI-focused product.,,25.26
12288,runna,Runna,jobs.ashbyhq.com,PRODUCT,2,0.7,"Runna is a fitness app that provides AI-driven personalized running training plans, indicating it is a product company with AI central to its offering.",,45.59
12499,voodoo,Voodoo,jobs.ashbyhq.com,UNKNOWN,1,0.8,"Voodoo is a mobile game developer, not a SaaS or consultancy company. They use AI for game optimization but it's not core.",,58.52
12744,poppulo,Poppulo,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,43.61
12889,scopely,Scopely,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,58.72
12913,typeform,Typeform,job-boards.greenhouse.io,UNKNOWN,0,1.0,"Provided content is from Greenhouse, not Typeform. No information about Typeform available.",,53.11
12919,array,Array,job-boards.greenhouse.io,UNKNOWN,0,0.5,heuristic fallback,,35.9
12933,realm,Realm,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,33.19
12962,figma,Figma,job-boards.greenhouse.io,PRODUCT,1,0.6,"Figma is a collaborative design SaaS platform. The provided content is for Greenhouse, not Figma, but based on general knowledge, Figma is a product company with AI features like AI design tools, not an AI core service. Remote policy and open roles unknown from given data.",,55.81
13034,assetwatch,Assetwatch,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,40.22
13642,altium,Altium,job-boards.greenhouse.io,PRODUCT,1,0.7,"Greenhouse is a SaaS company providing an AI-powered hiring platform, with AI as a feature rather than the core product.",,47.33
13813,chainguard,Chainguard,job-boards.greenhouse.io,PRODUCT,0,0.8,"Chainguard provides a SaaS product for software supply chain security, not AI/ML services. Careers page exists, so open roles likely, but remote policy is not specified.",,64.25
13835,contentful,Contentful,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,50.17
13916,vtex,Vtex,job-boards.greenhouse.io,PRODUCT,1,0.8,"Home page content is for Greenhouse, a SaaS hiring platform with AI features, not Vtex. Classified as PRODUCT with AI as capability.",,49.03
13971,anaplan,Anaplan,job-boards.greenhouse.io,PRODUCT,1,0.7,"The provided page content is related to Greenhouse (an ATS), not Anaplan. Anaplan is known as a cloud-based planning SaaS product, incorporating AI/ML features like predictive analytics but not AI-first. No information on open roles or remote policy available from the given text.",,49.73
13978,showpad,Showpad,job-boards.greenhouse.io,PRODUCT,1,0.7,"Greenhouse offers SaaS applicant tracking system with AI recruiting tools; AI is an integrated capability, not the primary product. No open roles listed on provided page.",,52.46
14087,edmentum,Edmentum,job-boards.greenhouse.io,PRODUCT,1,0.8,"Edmentum is an educational technology company offering SaaS products for K-12, with AI capabilities integrated into some solutions like adaptive learning, but not core to its primary product suite.",,34.26
14130,jetbrains,Jetbrains,job-boards.greenhouse.io,PRODUCT,1,0.95,"Greenhouse is an applicant tracking software and hiring platform, which is a SaaS product. AI is a built-in feature for recruiting, not the core product, so AI tier 1. No job listings were provided on the careers page, so no evidence of open roles. Remote policy not specified.",,27.94
14158,parloa,Parloa,job-boards.greenhouse.io,PRODUCT,2,0.9,"Greenhouse is an AI-powered hiring platform (ATS) with core AI features like candidate summaries, AI job boards, and interview plans. AI is integral to their product offering.",,70.6
14284,valtech,Valtech,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,43.96
14297,beyondtrust,Beyondtrust,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,45.61
14363,algolia,Algolia,job-boards.greenhouse.io,PRODUCT,2,0.95,"Algolia is a search-as-a-service SaaS platform with AI/ML at its core (NeuralSearch, AI-powered recommendations). It is not a consultancy, staffing, or marketing agency. AI tier 2 because AI is fundamental to their product. Industry is enterprise SaaS/search. Careers page shows many open roles, some fully remote and some onsite, indicating a hybrid remote policy.",,55.03
14518,opentable,Opentable,job-boards.greenhouse.io,PRODUCT,1,0.5,Opentable is a SaaS restaurant reservation platform; AI likely used for recommendations but not core to product.,,60.1
14629,nearform,Nearform,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,31.33
14671,pandadoc,Pandadoc,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,58.81
14802,bvnk,Bvnk,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,56.46
14836,spin,Spin,job-boards.greenhouse.io,PRODUCT,1,0.85,"Greenhouse is a SaaS hiring platform with integrated AI features for recruiting, not a consultancy or agency.",,51.29
14838,alphasense,Alphasense,job-boards.greenhouse.io,PRODUCT,2,0.9,"AlphaSense is a well-known AI-powered market intelligence SaaS platform, so it is a product company with AI at its core. It operates in the technology industry and likely has open roles on its Greenhouse job board.",,55.91
14878,yext,Yext,job-boards.greenhouse.io,PRODUCT,1,0.95,"Greenhouse is an applicant tracking software (SaaS) company with AI-powered features, making it a PRODUCT category with AI as a capability (tier 1). No staffing or consultancy services detected.",,41.23
14941,mixbook,Mixbook,job-boards.greenhouse.io,PRODUCT,1,0.6,"Mixbook is a photo book and personalized products company with AI-powered design features; classified as PRODUCT with AI tier 1 based on known AI integration, but data insufficient.",,55.41
14964,factored,Factored,job-boards.greenhouse.io,CONSULTANCY,2,0.7,"Factored is recognized as an AI and data science consultancy; Greenhouse job board suggests open roles, but no page content provided for policy details.",,71.49
15013,intercom,Intercom,apply.workable.com,PRODUCT,2,0.9,Intercom is a well-known SaaS product company providing customer messaging platforms with AI features like the Fin chatbot at its core.,,45.75
15018,twitch,Twitch,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,57.12
15106,dataiku,Dataiku,job-boards.greenhouse.io,PRODUCT,2,0.9,"Dataiku is known for its data science and machine learning platform, making it a product company with AI at its core.",,48.62
15154,datacamp,Datacamp,job-boards.greenhouse.io,PRODUCT,1,0.9,"Datacamp is a well-known online learning platform for data science and AI skills, fitting the PRODUCT category. AI is used as a capability (e.g., personalized recommendations) but is not core to its primary educational content offering, so ai_tier=1. Industry is EdTech. Remote policy cannot be determined from the provided content. The presence of a Greenhouse job board indicates open roles.",,45.22
15226,easyship,Easyship,job-boards.greenhouse.io,PRODUCT,1,0.7,Easyship is a SaaS shipping logistics platform; likely uses AI for rate calculation and tracking; missing specific website content.,,39.39
15400,gocardless,Gocardless,job-boards.greenhouse.io,PRODUCT,1,0.7,Gocardless is a payment processing SaaS company (PRODUCT). AI is used in fraud detection and optimization but not core to its primary offering (ai_tier=1). No open roles or remote policy information provided.,,54.8
15557,zscaler,Zscaler,job-boards.greenhouse.io,PRODUCT,1,0.9,"Zscaler is a cloud-based cybersecurity SaaS company, offering secure access to applications for remote users. AI is used in threat intelligence but not core product.",,37.34
15590,canonical,Canonical,job-boards.greenhouse.io,PRODUCT,1,0.9,"Canonical is the company behind Ubuntu, primarily a software product company with open-source offerings. AI is a capability within their stack (e.g., MLOps, partnerships) but not the core product. They are known for remote-first culture and continuously hire.",,48.73
15621,hoyoverse,Hoyoverse,job-boards.greenhouse.io,PRODUCT,1,0.9,"Hoyoverse is a video game developer (product company), known for games like Genshin Impact. AI likely used in games but not core product offering.",,36.73
15633,doctolib,Doctolib,job-boards.greenhouse.io,PRODUCT,1,0.8,Doctolib is a healthcare SaaS platform for booking appointments and telemedicine; AI is used as a feature but not the core product.,,35.03
15676,point72,Point72,job-boards.greenhouse.io,UNKNOWN,1,0.8,"Point72 is a hedge fund, not an AI consultancy, staffing firm, marketing agency, or SaaS product. They use AI in trading but it is not their core product.",,40.41
15834,robinhood,Robinhood,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,37.46
15906,twilio,Twilio,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,49.15
15914,vay,Vay,job-boards.greenhouse.io,PRODUCT,2,0.6,"Vay is known as a teledriving startup offering a remote driving service, which is a product. AI likely core to remote perception and control, but exact reliance not fully confirmed from provided data.",,33.95
15931,propel,Propel,job-boards.greenhouse.io,PRODUCT,1,0.7,Based on Greenhouse home page showing a SaaS hiring platform with AI features. Company name 'Propel' may be incorrect; classifying Greenhouse.,,54.74
15951,eucalyptus,Eucalyptus,job-boards.greenhouse.io,STAFFING,0,0.5,heuristic fallback,,42.19
15977,vonage,Vonage,job-boards.greenhouse.io,PRODUCT,1,0.9,Vonage is a cloud communications platform (CPaaS) offering APIs and unified communications; AI features exist but not core to primary product.,,36.87
